game_a,text_a,level_id_a,game_b,text_b,level_id_b
the_legend_of_zelda,square floor room with four monsters near corners and left door,180,lode_runner,ground bottom band diggable ground mid blocks ladders left and right ropes none gold scattered,516
dungeon,walls form central winding path with bats scattered throughout,233,the_legend_of_zelda,large floor room with two central block clusters aligned vertically,85
lode_runner,ground border diggable ground left clusters ladder center rope top gold left enemy top,0,the_legend_of_zelda,water ring around central floor with blocks,106
dungeon,winding central path with scattered bats and surrounding wall,522,lode_runner,ground border left top diggable ground right ladder center gold right enemy top right,218
dungeon,bat cluster left of central path between walls,283,super_mario_bros,ground platform with central pipe and two goomba on ground,308
dungeon,scattered wall blocks with bats along narrow paths,414,the_legend_of_zelda,large floor room enclosed by wall with door at bottom center,230
dungeon,walls form central block with surrounding paths and scattered bats,174,the_legend_of_zelda,central block column with diagonal blocks on floor inside wall,331
super_mario_bros,flat ground with scattered question block rows and one pipe right,38,dungeon,bats clustered along bottom center path amid scattered walls,34
dungeon,walls form central block with right looped path and scattered bats,197,the_legend_of_zelda,square floor room with four monsters near corners and surrounding wall,133
the_legend_of_zelda,open floor room with two monsters centered and one door bottom,513,dungeon,walls form central block with right looped path and scattered bats,197
super_mario_bros,flat ground with scattered question block rows and one pipe right,38,dungeon,walls form winding path with bats clustered bottom left,440
super_mario_bros,flat ground with two goomba between two pipe,433,lode_runner,ground border top right diggable ground left ladder right enemypink person top corners,103
super_mario_bros,ground platform with left ledge and central vertical wall goomba pair,33,the_legend_of_zelda,square floor bordered by wall with central stair,354
the_legend_of_zelda,large open floor room enclosed by wall with door at bottom center,246,super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422
lode_runner,ground platforms left and mid diggable ground slope right ladder top right rope mid gold left,510,dungeon,two bat clusters separated by open path,509
the_legend_of_zelda,open floor room with scattered monsters and central block cluster,160,dungeon,path zigzag corridors with two bat near center and walls around,214
the_legend_of_zelda,square floor room with central block cluster,524,dungeon,maze like wall corridors with bats along central path,357
super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390,lode_runner,ground left mass diggable ground center right gold scattered enemy top left ladder center rope none,240
super_mario_bros,flat ground with scattered goomba and pipe at right,151,dungeon,scattered wall blocks with bats along narrow paths,414
lode_runner,ground border top bottom ladders left center rope mid gold left enemy,557,dungeon,central winding path through walls with bats scattered around,369
the_legend_of_zelda,large floor room with four block pillars and two door openings,277,dungeon,l shaped wall enclosure with bats scattered in open path,39
the_legend_of_zelda,square floor room with four blocks and one door south,545,lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314
lode_runner,ground bottom band ladder center gold left enemypink person upper center diggable ground,320,dungeon,walls form central block with scattered bats and open paths,305
lode_runner,ground border top left diggable ground scattered ladder center rope top gold,317,super_mario_bros,flat ground with three goomba left and pipe right under two question block rows,23
dungeon,bats scattered along winding paths between walls,345,the_legend_of_zelda,floor ring around central block with left door,326
super_mario_bros,scattered floating breakable block platforms above ground,410,dungeon,walls form maze paths with bats scattered mostly along paths,212
lode_runner,ground bottom left diggable ground central gold scattered ladder left rope top,351,super_mario_bros,two elevated ground platforms with goomba on long top platform and coins above right ground stack,117
lode_runner,ground border diggable ground central ladder rope top gold scattered enemy upper left,26,the_legend_of_zelda,single large floor room enclosed by wall with one door south,384
super_mario_bros,ground spans bottom with two brick platforms holding coins left and right,412,dungeon,walls form central loop path with bats around it,311
dungeon,wall maze with central path and bat clusters left and right,4,lode_runner,ground border maze diggable ground scattered gold mid left enemy left ladder center rope right,293
the_legend_of_zelda,large central floor room surrounded by wall ring with right door opening,140,super_mario_bros,ground platform center with upper left breakable block row and upper right coin row,486
the_legend_of_zelda,large open floor room enclosed by wall with door at bottom center,551,lode_runner,ground border maze diggable ground central blocks ladders vertical mid right rope top left gold,193
super_mario_bros,flat ground with scattered breakable block clusters and three goomba and a pipe right,336,the_legend_of_zelda,square floor ring with inner wall and central water column,445
super_mario_bros,ground floor with central breakable block platform and coins above,228,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480
lode_runner,ground bottom right mound gold scattered ladder left rope top enemy left,63,dungeon,walls form winding paths with bats scattered throughout,478
the_legend_of_zelda,large square floor enclosed by wall with door on right,61,lode_runner,ground platforms across middle and bottom ladder left rope top center gold scattered enemy right middle,13
lode_runner,ground border diggable ground top right rope mid ladder center gold scattered enemy right,380,dungeon,spiral wall path with bats around edges and one central bat,189
super_mario_bros,three separated ground platforms with a large ground block on right,99,the_legend_of_zelda,square floor room with central block cluster and top bottom door,381
lode_runner,ground border diggable ground scattered center ladder vertical rope left gold top right enemy bottom left,529,super_mario_bros,three brick platforms scattered upper right and center with small lower center block and coins left and,161
the_legend_of_zelda,square floor room with four monsters near corners and surrounding wall,133,dungeon,central path network with scattered bats and surrounding walls,409
the_legend_of_zelda,water forms large rectangular ring around central floor corridor,288,super_mario_bros,flat ground with three pipes and two goomba on pipes,79
super_mario_bros,ground along bottom with scattered breakable block platforms and coin row near top,472,the_legend_of_zelda,large square floor with central blocks and wall border openings,341
lode_runner,ground platforms left and mid diggable ground slope right ladder top right rope mid gold left,510,super_mario_bros,two rows of question block upper left goomba trio on ground right,144
super_mario_bros,two separated ground platforms with goomba on left and coins at edges,145,lode_runner,ground border diggable ground center ladders left right rope top gold scattered enemy center,11
dungeon,central horizontal path with scattered bats and wall blocks,87,the_legend_of_zelda,large open floor room enclosed by wall with single door bottom,58
lode_runner,ground left platforms ladder far left gold lower left enemy right center rope mid,488,super_mario_bros,ground platforms split left and right with question block pair upper left,84
lode_runner,ground left mass diggable ground right platforms ladder center rope top gold right enemy right,194,the_legend_of_zelda,large floor room with four block pillars and two door openings,277
super_mario_bros,ground with two goomba left pipe center cannon right,8,dungeon,spiral wall path with bats around edges and one central bat,189
dungeon,spiral wall path with bats scattered near bottom and right,41,the_legend_of_zelda,square floor room with wall border and two monsters centered,548
super_mario_bros,ground valley with left pipe and right stepped ground wall,289,the_legend_of_zelda,open floor with diagonal blocks from left to center and a door on left wall,290
dungeon,scattered wall blocks with bats across open paths,348,super_mario_bros,ground platforms with scattered question block clusters and two goomba on left,163
the_legend_of_zelda,central block column with diagonal blocks on floor inside wall,331,lode_runner,ground border diggable ground center gold cluster lower left ladder left rope right enemy mid right,517
lode_runner,ground border diggable ground center ladder left right rope top gold scattered enemy center,316,the_legend_of_zelda,open floor room with two monsters centered and doors on left and bottom,360
super_mario_bros,flat ground with central pipe and scattered breakable block platforms and goomba,118,dungeon,square spiral wall path with bats scattered inside,220
dungeon,scattered wall blocks with bats in open areas and winding paths,520,super_mario_bros,two elevated ground platforms with goomba on long top platform and coins above right ground stack,117
super_mario_bros,flat ground with scattered breakable block platforms and one question block,182,dungeon,winding path between wall blocks with bats scattered throughout,441
dungeon,walls form central maze with bats scattered along paths,15,the_legend_of_zelda,central floor room with two wall pillars and four monsters near middle,153
super_mario_bros,scattered floating breakable block platforms with coins and ground at bottom,112,the_legend_of_zelda,large central floor square surrounded by wall ring and inner block border,25
super_mario_bros,flat ground with gap right and two question block above,420,dungeon,bats clustered left with scattered walls and winding paths,70
the_legend_of_zelda,large floor room with central wall pillar and two side doors,319,super_mario_bros,ground forms u shaped pit with goombas on top and lone breakable block above,501
the_legend_of_zelda,large open floor room with right side block cluster and one door,67,dungeon,walls form scattered blocks with winding paths between them,298
the_legend_of_zelda,square floor room with four monsters near corners and side doors,418,lode_runner,ground border diggable ground left clusters ladders center right gold scattered enemy left,400
dungeon,walls form maze paths with bats clustered upper left and lower left,171,super_mario_bros,scattered ground platforms with right side staircase ground blocks,547
dungeon,walls form central block with scattered bats and open paths,305,the_legend_of_zelda,square floor room with four monsters near corners and left door,180
dungeon,path maze between wall blocks with many bats scattered,124,lode_runner,ground border diggable ground left wall platforms gold scattered upper mid enemy mid rope top ladder,344
dungeon,spiral wall path with bats scattered inside,73,lode_runner,ground border top right diggable ground left pit ladders center right gold scattered enemy top,496
super_mario_bros,flat ground with three pipes holding goombas and one goomba on ground with question,274,the_legend_of_zelda,central block cluster with one monster on floor,411
the_legend_of_zelda,large square floor room with two monsters centered vertically,141,lode_runner,ground bottom band ladders left right ropes top gold mid right enemy top center,104
dungeon,wall maze with central path and bats scattered throughout,53,lode_runner,ground border top right diggable ground left ladder right enemypink person top corners,103
dungeon,path forms t shape walls with bat clusters in corners,318,lode_runner,ground top band diggable ground mid band ladders left gold scattered enemies none,232
the_legend_of_zelda,floor grid with diagonal block lines across open room,349,super_mario_bros,ground forms left wall and bottom floor with small step on right,328
the_legend_of_zelda,open floor room with two monsters centered and one door bottom,513,super_mario_bros,two elevated ground platforms with goomba on long top platform and coins above right ground stack,117
lode_runner,ground bottom and right diggable ground center rope left ladder left gold scattered enemy pink person,96,the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,301
super_mario_bros,flat ground with pipe right and question blocks above center,165,lode_runner,ground bottom left diggable ground central gold scattered ladder left rope top,351
lode_runner,ground border diggable ground center gold scattered ladders left right rope top enemy right,54,dungeon,bats clustered left with scattered walls and winding paths,70
lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314,the_legend_of_zelda,floor grid with diagonal wall bands forming repeating x pattern,356
the_legend_of_zelda,large open floor with right side blocks and one door,126,super_mario_bros,three separated ground platforms with coins above and between,251
dungeon,winding path around central wall with scattered bat,373,lode_runner,ground bottom band diggable ground right block ladder center rope left gold scattered enemy upper right,363
dungeon,grid of wall blocks with scattered bats and narrow paths,176,the_legend_of_zelda,square wall ring around large central floor with two side doors,149
dungeon,central vertical path with bats and surrounding walls,292,super_mario_bros,flat ground then rising staircase of breakable block on right with coins above,399
dungeon,bats clustered on left near wall with open path right,530,the_legend_of_zelda,waterfloor spiral around central blocks within outer wall ring,105
lode_runner,ground bottom band ladders center left right gold top center enemy left mid diggable ground,330,dungeon,walls form maze with central open area and winding paths for bats,515
super_mario_bros,ground with left pipe and right stepped breakable block hill,541,the_legend_of_zelda,floor grid with scattered blocks inside surrounding wall,259
super_mario_bros,staircase breakable block pyramid on ground with goomba right,371,the_legend_of_zelda,square floor ring with inner wall and central water column,445
lode_runner,ground diagonal left mass ladders along slope gold mid left enemy right ground,52,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132
the_legend_of_zelda,square floor arena with central block cluster and surrounding wall,83,dungeon,scattered wall blocks with open path and bats dispersed,202
the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,204,lode_runner,ground bottom band ladders left and center rope mid gold right enemy top left,131
the_legend_of_zelda,open floor with blocks forming curved diagonal band on right,201,super_mario_bros,flat ground with left question block row and central cannon and two goomba,540
dungeon,scattered wall blocks with bats on open paths,254,the_legend_of_zelda,square floor room with border wall and scattered blocks,448
the_legend_of_zelda,square floor room with central water column,215,super_mario_bros,flat ground with left stepped hill and midair question block on breakable block row,368
the_legend_of_zelda,open floor room with border wall and two central blocks,477,dungeon,wall grid with scattered rectangular path gaps,403
super_mario_bros,ground platform with two separated raised ground blocks,17,dungeon,bats clustered top left behind wall with winding path corridors,32
the_legend_of_zelda,floor ring around central wall void,280,lode_runner,ground bottom band diggable ground left mass ladder left rope mid gold scattered enemy center,111
the_legend_of_zelda,square floor room with central block cluster and top bottom door,381,lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447
dungeon,bats clustered left with scattered walls and winding paths,70,super_mario_bros,two pipes on ground with goombas between and on left pipe,303
the_legend_of_zelda,large square floor room enclosed by wall with central stair,255,dungeon,walls form scattered blocks with winding paths and bats dispersed,170
dungeon,winding central path with scattered bats and surrounding wall,522,lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447
dungeon,scattered wall clusters with bats spread across open path,270,lode_runner,ground clusters left and right diggable ground center ladder rope gold scattered enemy pink person upper,44
the_legend_of_zelda,open floor with four central blocks and bottom door in surrounding wall,56,lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314
super_mario_bros,scattered floating breakable block platforms with coins and ground at bottom,112,lode_runner,ground border diggable ground top right gold top right ladder left rope mid left enemyp,544
the_legend_of_zelda,square floor ring with central block area and monsters in grid,198,dungeon,walls form e shape with bats scattered along paths,236
super_mario_bros,ground forms tall left wall then long flat platform with small right step,482,the_legend_of_zelda,waterfloor spiral around central blocks within outer wall ring,105
super_mario_bros,flat ground with two elevated brick platforms with question block,404,the_legend_of_zelda,open floor room with central stair and surrounding wall,226
the_legend_of_zelda,square wall border with large central floor area and left door,489,dungeon,walls form scattered blocks with winding paths between them,57
dungeon,scattered wall blocks with bats and winding paths,359,the_legend_of_zelda,open floor room with two monsters centered and doors on left and bottom,360
super_mario_bros,ground left slope with three goomba and scattered question block breakable block platforms,276,lode_runner,ground forms central mass top right diggable ground left gold mid left ladder top left rope,476
dungeon,central cross path with scattered wall blocks and bats clustered lower center,450,super_mario_bros,three separated ground platforms with coins above and between,251
lode_runner,ground left platforms rope top left ladder top center diggable ground top right gold mid left,244,dungeon,central wall block with bats around edges and open path ring,457
lode_runner,ground left platforms rope top left ladder top center diggable ground top right gold mid left,244,dungeon,scattered wall blocks with bats and winding paths,359
the_legend_of_zelda,large square floor room enclosed by wall no objects,435,super_mario_bros,flat ground with left question block row and central cannon and two goomba,540
the_legend_of_zelda,large open floor room surrounded by wall with door on right,95,lode_runner,ground border diggable ground blocks center ladder left rope top gold scattered enemy right,444
lode_runner,ground bottom band ladders left right ropes top gold mid right enemy top center,104,dungeon,central vertical wall with cross paths and bats around edges,178
the_legend_of_zelda,large central floor square surrounded by wall ring and inner block border,25,lode_runner,ground left and right platforms ladders left center rope top gold center enemy top,416
super_mario_bros,ground clusters at bottom left center right with midair ground platform right,51,lode_runner,ground border diggable ground center ladder left rope top gold scattered enemy pink person mid,64
super_mario_bros,ground along bottom with breakable block ceiling and scattered question block and goomba,269,lode_runner,ground border platforms diggable ground central block ladder left edge gold scattered enemy right center,506
the_legend_of_zelda,square floor room with central block cross and four corner blocks,245,super_mario_bros,scattered coin pairs above small breakable block platforms on ground,375
super_mario_bros,ground clusters at bottom left center right with midair ground platform right,51,dungeon,walls form winding path with bats scattered throughout,279
lode_runner,ground bottom left ladder far left gold scattered mid and top enemy center,512,dungeon,walls form maze paths with bats clustered bottom right,534
the_legend_of_zelda,square floor room with central block cross and four corner blocks,245,lode_runner,ground border top right diggable ground left ladder right enemypink person top corners,103
the_legend_of_zelda,waterfloor spiral around central blocks within outer wall ring,105,dungeon,bats clustered top left behind wall with winding path corridors,32
dungeon,walls form winding path with bats clustered bottom left,440,super_mario_bros,two elevated ground platforms with goomba on long top platform and coins above right ground stack,117
lode_runner,ground border diggable ground central columns gold mid right enemy top left ladder bottom left rope,312,super_mario_bros,three brick platforms scattered upper right and center with small lower center block and coins left and,161
the_legend_of_zelda,large central water pool surrounded by floor and outer wall,550,lode_runner,ground blocks center right platform ladders left and center rope top gold top left enemy none,473
the_legend_of_zelda,waterfloor rectangular pool centered surrounded by floor and wall border,468,super_mario_bros,flat ground with left stepped hill and midair question block on breakable block row,368
the_legend_of_zelda,large square floor room enclosed by wall no objects,435,lode_runner,ground border top bottom ladders left center rope mid gold left enemy,557
the_legend_of_zelda,square floor room with central block cross and four corner blocks,245,dungeon,walls form maze with central path and bats clustered left right and bottom,29
dungeon,walls form winding paths with bats scattered in open areas,162,super_mario_bros,stepped ground platform descending right with empty sky,66
lode_runner,ground border left and bottom diggable ground right wall gold scattered upper left enemy center bottom,278,dungeon,scattered wall clusters with bats spread across open path,270
the_legend_of_zelda,large floor room with central wall pillar and two side doors,319,dungeon,walls form three large blocks with narrow paths between them,142
the_legend_of_zelda,blocks form zigzag diagonal paths across floor inside walls,136,dungeon,two wall blocks with central path corridor and scattered bat pockets,439
the_legend_of_zelda,floor square room with central stair and two side doors,208,dungeon,walls form scattered blocks with winding paths and bats spread around,90
dungeon,cross shaped wall with bats scattered and open paths around,258,the_legend_of_zelda,square floor room enclosed by wall with central block,353
the_legend_of_zelda,large water pool centered surrounded by floor and wall with door openings,237,super_mario_bros,ground along bottom with scattered breakable block platforms and coin row near top,472
the_legend_of_zelda,open floor room with border wall and two central blocks,477,super_mario_bros,ground forms tall left wall then long flat platform with small right step,482
super_mario_bros,flat ground then rising staircase of breakable block on right with coins above,399,dungeon,central wall block with bats around edges and open path ring,457
dungeon,bats clustered top left behind wall with winding path corridors,32,super_mario_bros,three brick platforms scattered upper right and center with small lower center block and coins left and,161
super_mario_bros,scattered floating ground platforms with coins and no enemies,370,dungeon,bats along a diagonal path between walls,229
dungeon,path zigzag between wall blocks with bats on right edge,471,super_mario_bros,staircase ground rising left to right with question block row and goomba on right,337
super_mario_bros,staircase ground rising to right with question block and floating ground platforms,495,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,216
dungeon,two wall blocks with central path corridor and scattered bat pockets,439,the_legend_of_zelda,diagonal wall from bottom left to top right across floor with door bottom center,432
the_legend_of_zelda,large open floor room with two monsters centered vertically,500,lode_runner,ground border diggable ground central block ladders right and top rope top gold scattered enemy,249
the_legend_of_zelda,open floor room with border wall and two central blocks,477,super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528
dungeon,bats scattered across open paths between wall blocks,217,lode_runner,ground border maze diggable ground corridors gold scattered mid enemy left rope none ladder none,491
dungeon,cross shaped wall with bats scattered around paths,129,lode_runner,ground platforms across middle and bottom ladder center rope top left gold scattered enemy pink person center,75
the_legend_of_zelda,waterfloor rectangular pool centered surrounded by floor and wall border,468,dungeon,scattered wall blocks with bats near bottom and open paths,239
super_mario_bros,scattered floating ground platforms with coins and no enemies,370,dungeon,bats clustered along left wall with winding path to right,322
lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447,the_legend_of_zelda,open floor with scattered blocks and one door on left,135
dungeon,spiral wall path with bats scattered near bottom and right,41,lode_runner,ground border diggable ground central right rope ladder center gold scattered enemy left center,1
the_legend_of_zelda,floor ring around central block cluster with outer wall and door openings,424,dungeon,walls form maze paths with bats scattered mostly along paths,212
dungeon,central winding path with scattered wall blocks and bats near top corners,396,lode_runner,ground top band ladder left edge enemy top left and top right,405
the_legend_of_zelda,large floor room with central diagonal wall corridor,101,dungeon,winding path between wall blocks with bats scattered throughout,441
the_legend_of_zelda,spiral wall corridor with waterfloor channel inside,294,dungeon,wall maze with central path and bats scattered throughout,53
super_mario_bros,flat ground left tall pipe right two goomba on ground and pipe,203,dungeon,path maze with walls and bats clustered right and lower left,2
super_mario_bros,scattered ground platforms with right side staircase ground blocks,547,the_legend_of_zelda,central block column with diagonal blocks on floor inside wall,331
dungeon,bats clustered in blocks around central cross path with walls,267,lode_runner,ground border diggable ground left clusters ladder center rope top gold left enemy top,0
lode_runner,ground platforms top middle and mid left ladder sides rope mid right gold top left and mid,493,the_legend_of_zelda,open floor with central block cluster and bottom door,190
super_mario_bros,two ground platforms separated by wide gap,243,the_legend_of_zelda,central floor grid with four block clusters and side doors,128
lode_runner,ground platforms across middle and bottom ladder left rope top center gold scattered enemy right middle,13,the_legend_of_zelda,central floor with scattered blocks and surrounding wall,366
dungeon,bats along a diagonal path between walls,229,the_legend_of_zelda,square floor room with four monsters near corners and right wall door,184
dungeon,scattered wall blocks with bats along winding paths,304,super_mario_bros,flat ground platform with three goomba and small raised breakable block ledge,43
lode_runner,ground border diggable ground right column gold top center enemy mid right ladder left rope top,7,dungeon,scattered wall blocks with bats on open paths,254
the_legend_of_zelda,square floor room with four monsters near corners and side doors,50,lode_runner,ground border diggable ground central blocks ladders vertical shafts gold scattered enemy lower left,300
dungeon,walls form scattered blocks with bats along paths around center,102,super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422
the_legend_of_zelda,spiral waterfloor corridor on floor enclosed by wall,98,dungeon,walls form central open area with bats around edges and bottom path,122
the_legend_of_zelda,checkerboard floor with four block diamond clusters near center,401,super_mario_bros,two separated ground platforms with goomba on left and coins at edges,145
dungeon,scattered wall blocks with open path and bats dispersed,202,super_mario_bros,ground with pipe on right and stepped breakable block pillars on left,9
dungeon,walls form maze of paths with bats scattered throughout,139,the_legend_of_zelda,open floor with scattered blocks and one door on left,135
dungeon,wall maze with central path and bats scattered throughout,53,lode_runner,ground bottom band diggable ground right block ladder center rope left gold scattered enemy upper right,363
dungeon,scattered wall blocks with bats and winding paths,359,the_legend_of_zelda,spiral waterfloor path inside square wall with central floor corridor,532
super_mario_bros,flat ground with scattered breakable block platforms and question block cluster right,59,lode_runner,ground bottom left slope diggable ground above ladder center rope top gold scattered enemy none,421
super_mario_bros,flat ground with central pipe and scattered goomba,262,the_legend_of_zelda,large open floor room with right side block cluster and one door,67
dungeon,walls form central spiral path with bats scattered throughout,16,lode_runner,ground forms central mass top right diggable ground left gold mid left ladder top left rope,476
lode_runner,ground border diggable ground top right rope mid ladder center gold scattered enemy right,380,dungeon,walls form outer square with central cross path and scattered bats,210
lode_runner,ground border maze diggable ground central blocks ladders vertical mid right rope top left gold,193,the_legend_of_zelda,square floor room with central block cluster,524
super_mario_bros,flat ground with two elevated brick platforms with question block,404,lode_runner,ground border diggable ground central blocks ladders vertical shafts gold scattered enemy lower left,300
super_mario_bros,ground slopes up to right with question block top right,224,the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169
the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,204,lode_runner,ground border diggable ground right block ladders left columns ropes mid gold top left enemy,408
the_legend_of_zelda,open floor with scattered blocks and central stair door at bottom,508,dungeon,walls form central block with right looped path and scattered bats,197
lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314,the_legend_of_zelda,central stair surrounded by blocks on open floor,108
super_mario_bros,flat ground with right question block row and goomba,222,lode_runner,ground platforms across middle and bottom ladder center rope top left gold scattered enemy pink person center,75
dungeon,scattered wall blocks with bats near bottom and open paths,239,the_legend_of_zelda,central floor grid with four block clusters and side doors,128
dungeon,walls form scattered blocks with winding paths and bats dispersed,170,lode_runner,ground border bottom diggable ground platforms scattered ladders vertical center left right gold on platforms,466
the_legend_of_zelda,large open floor with right side blocks and one door,126,super_mario_bros,staircase breakable block pyramid on ground with goomba right,371
super_mario_bros,ground forms tall left wall and long bottom platform with small right step single breakable,14,lode_runner,ground border diggable ground left rope left ladder center right gold scattered enemy left,533
dungeon,bats clustered along bottom center path amid scattered walls,34,the_legend_of_zelda,large water pool centered surrounded by floor and wall with door openings,237
dungeon,winding path through scattered wall blocks with bats in open areas,475,the_legend_of_zelda,square floor room enclosed by wall with central block,353
lode_runner,ground border diggable ground center ladder left rope mid gold right enemy top,535,dungeon,scattered wall blocks with open path areas and no bat,365
dungeon,walls form central blocky maze with bats clustered left along paths,499,lode_runner,ground border diggable ground center ladder right rope none gold scattered enemy left,125
dungeon,walls form maze with central open area and winding paths for bats,515,super_mario_bros,scattered breakable block platforms with midair question block cluster,273
dungeon,spiral wall path with bats scattered inside,73,super_mario_bros,ground with single pipe at far left and mid raised breakable block platform,323
dungeon,walls form scattered blocks with winding paths and bats spread around,90,super_mario_bros,three separated ground platforms with a large ground block on right,99
super_mario_bros,flat ground with three goomba spaced and tall right wall,324,dungeon,bats clustered along left wall with winding path to right,322
dungeon,walls form central winding path with bats scattered throughout,233,the_legend_of_zelda,square floor room enclosed by wall with two monsters centered vertically,333
dungeon,central winding path through walls with bats scattered around,369,the_legend_of_zelda,large floor room enclosed by wall with door at bottom center,230
lode_runner,ground border top left ladder center rope top gold scattered mid enemy right,167,the_legend_of_zelda,square floor room with four monsters near corners and right wall door,184
the_legend_of_zelda,square wall ring with large central floor area,155,lode_runner,ground platforms left and right diggable ground center pit ladders left and center rope top,60
dungeon,walls form central block with scattered bats and open paths,305,super_mario_bros,staggered brick platforms with question blocks left and tall brick wall right,173
dungeon,path maze between wall blocks with many bats scattered,124,the_legend_of_zelda,central stair surrounded by scattered blocks on open floor within walls,177
super_mario_bros,two ground platforms left and center breakable block ceiling right two coins above center,313,dungeon,walls scattered in blocks with many short paths between them,74
super_mario_bros,ground forms left wall and bottom floor with small step on right,328,dungeon,central path between wall blocks with bat clusters left and right,503
lode_runner,ground border diggable ground central block ladders right and top rope top gold scattered enemy,249,the_legend_of_zelda,waterfloor zigzag path through floor grid,192
the_legend_of_zelda,square wall ring enclosing empty floor area,494,dungeon,walls form winding paths with bats scattered in open areas,162
the_legend_of_zelda,square floor room with four monsters near corners and left door,180,lode_runner,ground border top right diggable ground left ladder right enemypink person top corners,103
dungeon,bat cluster left of central path between walls,283,the_legend_of_zelda,water ring around central floor with blocks,106
dungeon,central wall block with bats around edges and open path ring,457,super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528
the_legend_of_zelda,square floor with central block diamond and two doors top bottom,465,super_mario_bros,flat ground with two goomba between two pipe,433
lode_runner,ground border platforms diggable ground center rope right ladder left right gold scattered enemy bottom center,221,the_legend_of_zelda,large open floor room enclosed by wall with two door openings,196
super_mario_bros,ground platforms left and right with central coin row,306,the_legend_of_zelda,square floor room with wall border and two monsters centered,548
the_legend_of_zelda,open floor room with scattered monsters and central block cluster,160,lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314
lode_runner,ground platforms left and mid diggable ground slope right ladder top right rope mid gold left,510,super_mario_bros,scattered breakable block platforms with goomba on central platform and coins at top left,523
super_mario_bros,flat ground with pipe right and question blocks above center,165,dungeon,central vertical path with bats and surrounding walls,292
the_legend_of_zelda,floor grid with scattered blocks inside surrounding wall,259,super_mario_bros,ground with single pipe at far left and mid raised breakable block platform,323
the_legend_of_zelda,open floor with diagonal blocks from left to center and a door on left wall,290,dungeon,walls form scattered blocks with winding paths and bats spread around,90
lode_runner,ground border diggable ground mid band ladder left and center rope right gold upper left enemy,231,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480
the_legend_of_zelda,square floor with central diamond block pattern and one monster near top,379,lode_runner,ground forms central mass top right diggable ground left gold mid left ladder top left rope,476
the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169,lode_runner,ground top band ladder left edge enemy top left and top right,405
lode_runner,ground border maze diggable ground pockets ladders left center ropes sparse gold clusters left bottom,186,super_mario_bros,staircase ground rising to the right,514
the_legend_of_zelda,square floor room with four monsters near corners and left door,180,dungeon,walls form outer square with central cross path and scattered bats,210
dungeon,walls form central block with scattered bats and open paths,305,the_legend_of_zelda,waterfloor zigzag path through floor grid,192
the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,301,dungeon,walls form central blocky maze with bats clustered left along paths,499
lode_runner,ground bottom right mound gold scattered ladder left rope top enemy left,63,super_mario_bros,ground pit with central goomba under floating breakable block and overhead ground platform,152
the_legend_of_zelda,large square floor room enclosed by wall with central block cluster,507,lode_runner,ground left mass diggable ground right platforms ladder center rope top gold right enemy right,194
super_mario_bros,flat ground left tall pipe right two goomba on ground and pipe,203,dungeon,winding central path with scattered bats and surrounding wall,522
lode_runner,ground border left bottom right diggable ground clusters top mid rope top ladder right gold scattered,81,the_legend_of_zelda,open floor with scattered blocks and one door on left,135
dungeon,path with bat cluster in upper right near wall,347,lode_runner,ground border diggable ground center gold scattered ladders left right rope top enemy right,54
super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390,lode_runner,ground left mass diggable ground right platforms ladder center rope top gold right enemy right,194
super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528,the_legend_of_zelda,large floor room with central diagonal wall corridor,101
lode_runner,ground left platforms diggable ground blocks top left gold scattered left enemypink person,91,dungeon,walls form scattered rooms with central path and bats spread throughout,256
dungeon,maze like walls forming winding paths with scattered bats,361,the_legend_of_zelda,square floor room with central block cross and four corner blocks,245
the_legend_of_zelda,square wall ring with central floor area and two door openings,179,dungeon,walls form two large blocks with paths between and bats scattered,76
the_legend_of_zelda,square floor room with central block cross and four corner blocks,245,dungeon,walls form grid of blocks with scattered paths and bats,252
super_mario_bros,flat ground then rising staircase of breakable block on right with coins above,399,dungeon,path zigzag between wall blocks with bats on right edge,471
